#Filename                      Shift
/Users/everettschlawin/Documents/surveys/bd_burgasser_irtf/2mass_j2057m0252_n01/proc/run_sbd_2017A013_170721_run01__00200_a_straight_es_ms.fits     -0.5555556
/Users/everettschlawin/Documents/surveys/bd_burgasser_irtf/2mass_j2057m0252_n01/proc/run_sbd_2017A013_170721_run01__00201_a_straight_es_ms.fits      0.2222222
/Users/everettschlawin/Documents/surveys/bd_burgasser_irtf/2mass_j2057m0252_n01/proc/run_sbd_2017A013_170721_run01__00202_a_straight_es_ms.fits      0.0000000
/Users/everettschlawin/Documents/surveys/bd_burgasser_irtf/2mass_j2057m0252_n01/proc/run_sbd_2017A013_170721_run01__00203_a_straight_es_ms.fits      0.0000000
/Users/everettschlawin/Documents/surveys/bd_burgasser_irtf/2mass_j2057m0252_n01/proc/run_sbd_2017A013_170721_run01__00204_a_straight_es_ms.fits      0.0000000
/Users/everettschlawin/Documents/surveys/bd_burgasser_irtf/2mass_j2057m0252_n01/proc/run_sbd_2017A013_170721_run01__00205_a_straight_es_ms.fits      0.3333333
/Users/everettschlawin/Documents/surveys/bd_burgasser_irtf/2mass_j2057m0252_n01/proc/run_sbd_2017A013_170721_run01__00206_a_straight_es_ms.fits      0.3333333
/Users/everettschlawin/Documents/surveys/bd_burgasser_irtf/2mass_j2057m0252_n01/proc/run_sbd_2017A013_170721_run01__00207_a_straight_es_ms.fits      0.0000000
/Users/everettschlawin/Documents/surveys/bd_burgasser_irtf/2mass_j2057m0252_n01/proc/run_sbd_2017A013_170721_run01__00208_a_straight_es_ms.fits      0.2222222
/Users/everettschlawin/Documents/surveys/bd_burgasser_irtf/2mass_j2057m0252_n01/proc/run_sbd_2017A013_170721_run01__00209_a_straight_es_ms.fits      0.0000000
/Users/everettschlawin/Documents/surveys/bd_burgasser_irtf/2mass_j2057m0252_n01/proc/run_sbd_2017A013_170721_run01__00210_a_straight_es_ms.fits      0.0000000
/Users/everettschlawin/Documents/surveys/bd_burgasser_irtf/2mass_j2057m0252_n01/proc/run_sbd_2017A013_170721_run01__00211_a_straight_es_ms.fits      0.0000000
/Users/everettschlawin/Documents/surveys/bd_burgasser_irtf/2mass_j2057m0252_n01/proc/run_sbd_2017A013_170721_run01__00212_a_straight_es_ms.fits     -0.2222222
/Users/everettschlawin/Documents/surveys/bd_burgasser_irtf/2mass_j2057m0252_n01/proc/run_sbd_2017A013_170721_run01__00213_a_straight_es_ms.fits      0.3333333
/Users/everettschlawin/Documents/surveys/bd_burgasser_irtf/2mass_j2057m0252_n01/proc/run_sbd_2017A013_170721_run01__00214_a_straight_es_ms.fits      0.0000000
/Users/everettschlawin/Documents/surveys/bd_burgasser_irtf/2mass_j2057m0252_n01/proc/run_sbd_2017A013_170721_run01__00215_a_straight_es_ms.fits     -0.4444445
/Users/everettschlawin/Documents/surveys/bd_burgasser_irtf/2mass_j2057m0252_n01/proc/run_sbd_2017A013_170721_run01__00216_a_straight_es_ms.fits     -0.5555556
/Users/everettschlawin/Documents/surveys/bd_burgasser_irtf/2mass_j2057m0252_n01/proc/run_sbd_2017A013_170721_run01__00217_a_straight_es_ms.fits     -0.2222222
/Users/everettschlawin/Documents/surveys/bd_burgasser_irtf/2mass_j2057m0252_n01/proc/run_sbd_2017A013_170721_run01__00218_a_straight_es_ms.fits      0.0000000
/Users/everettschlawin/Documents/surveys/bd_burgasser_irtf/2mass_j2057m0252_n01/proc/run_sbd_2017A013_170721_run01__00219_a_straight_es_ms.fits      0.0000000
/Users/everettschlawin/Documents/surveys/bd_burgasser_irtf/2mass_j2057m0252_n01/proc/run_sbd_2017A013_170721_run01__00220_a_straight_es_ms.fits      0.0000000
/Users/everettschlawin/Documents/surveys/bd_burgasser_irtf/2mass_j2057m0252_n01/proc/run_sbd_2017A013_170721_run01__00221_a_straight_es_ms.fits      0.0000000
/Users/everettschlawin/Documents/surveys/bd_burgasser_irtf/2mass_j2057m0252_n01/proc/run_sbd_2017A013_170721_run01__00222_a_straight_es_ms.fits     -0.1111111
/Users/everettschlawin/Documents/surveys/bd_burgasser_irtf/2mass_j2057m0252_n01/proc/run_sbd_2017A013_170721_run01__00223_a_straight_es_ms.fits      0.0000000
/Users/everettschlawin/Documents/surveys/bd_burgasser_irtf/2mass_j2057m0252_n01/proc/run_sbd_2017A013_170721_run01__00224_a_straight_es_ms.fits      0.1111111
/Users/everettschlawin/Documents/surveys/bd_burgasser_irtf/2mass_j2057m0252_n01/proc/run_sbd_2017A013_170721_run01__00225_a_straight_es_ms.fits      0.0000000
/Users/everettschlawin/Documents/surveys/bd_burgasser_irtf/2mass_j2057m0252_n01/proc/run_sbd_2017A013_170721_run01__00226_a_straight_es_ms.fits      0.0000000
/Users/everettschlawin/Documents/surveys/bd_burgasser_irtf/2mass_j2057m0252_n01/proc/run_sbd_2017A013_170721_run01__00227_a_straight_es_ms.fits      0.3333333
/Users/everettschlawin/Documents/surveys/bd_burgasser_irtf/2mass_j2057m0252_n01/proc/run_sbd_2017A013_170721_run01__00228_a_straight_es_ms.fits      0.0000000
/Users/everettschlawin/Documents/surveys/bd_burgasser_irtf/2mass_j2057m0252_n01/proc/run_sbd_2017A013_170721_run01__00229_a_straight_es_ms.fits      0.0000000
/Users/everettschlawin/Documents/surveys/bd_burgasser_irtf/2mass_j2057m0252_n01/proc/run_sbd_2017A013_170721_run01__00230_a_straight_es_ms.fits      0.0000000
/Users/everettschlawin/Documents/surveys/bd_burgasser_irtf/2mass_j2057m0252_n01/proc/run_sbd_2017A013_170721_run01__00231_a_straight_es_ms.fits      0.1111111
/Users/everettschlawin/Documents/surveys/bd_burgasser_irtf/2mass_j2057m0252_n01/proc/run_sbd_2017A013_170721_run01__00232_a_straight_es_ms.fits      0.0000000
/Users/everettschlawin/Documents/surveys/bd_burgasser_irtf/2mass_j2057m0252_n01/proc/run_sbd_2017A013_170721_run01__00233_a_straight_es_ms.fits      0.0000000
/Users/everettschlawin/Documents/surveys/bd_burgasser_irtf/2mass_j2057m0252_n01/proc/run_sbd_2017A013_170721_run01__00234_a_straight_es_ms.fits      0.0000000
